customer_key,customer_number,customer_name,age,purchasing_behavior_segment,age_segment,last_order_date,recency,total_orders,total_sales,total_quantity,total_products,lifespan,average_order_value,average_monthly_spend
1355,AW00012354,"Lance Ortega",40,VIP,"20 - 45",2013-09-02,142,6,6797,6,6,19,1132.8333,357.7368
1361,AW00012360,"Mario Goel",48,VIP,"45 - 70",2013-09-24,141,3,6750,3,3,20,2250.0000,337.5000
1668,AW00012667,"Maria Wood",43,VIP,"20 - 45",2013-09-16,141,7,6813,7,7,19,973.2857,358.5789
2259,AW00013258,"Anne Dominguez",62,VIP,"45 - 70",2013-12-14,138,10,8886,10,10,35,888.6000,253.8857
2252,AW00013251,"Raymond Malhotra",50,New,"45 - 70",2013-05-07,146,7,6844,7,7,6,977.7143,1140.6667
2772,AW00013771,"Victor Moreno",45,VIP,"20 - 45",2013-10-15,140,10,6535,10,10,29,653.5000,225.3448
3229,AW00014228,"Arturo Raje",48,New,"45 - 70",2014-01-08,138,2,75,2,2,8,37.5000,9.3750
3364,AW00014363,"Natalie Long",46,New,"45 - 70",2013-11-17,139,9,193,9,9,6,21.4444,32.1667
3805,AW00014804,"Martha Zhou",45,New,"20 - 45",2013-07-28,143,4,139,4,4,2,34.7500,69.5000
2786,AW00013785,"Clayton She",53,New,"45 - 70",2013-06-17,144,8,122,8,8,1,15.2500,122.0000
1108,AW00012107,"Nathan Gonzales",63,New,"45 - 70",2013-07-29,143,8,222,8,8,5,27.7500,44.4000
933,AW00011932,"Elizabeth Coleman",41,New,"20 - 45",2013-07-25,143,6,136,6,6,2,22.6667,68.0000
1228,AW00012227,"Kelsey Raje",62,New,"45 - 70",2013-04-29,146,2,44,2,2,0,22.0000,44
2068,AW00013067,"Olivia Garcia",45,Regular,"20 - 45",2013-04-29,146,4,3059,4,4,15,764.7500,203.9333
697,AW00011696,"Mackenzie Campbell",50,VIP,"45 - 70",2013-04-29,146,2,5873,2,2,18,2936.5000,326.2778
2191,AW00013190,"Jonathan Diaz",77,Regular,"above 70",2013-04-29,146,2,4502,2,2,15,2251.0000,300.1333
3834,AW00014833,"Riley Hayes",57,VIP,"45 - 70",2013-11-08,140,5,6679,5,5,28,1335.8000,238.5357
148,AW00011147,"Ernest Wu",80,VIP,"above 70",2013-10-16,140,7,8195,7,7,29,1170.7143,282.5862
2260,AW00013259,"Allen Garcia",62,VIP,"45 - 70",2013-11-18,139,14,7853,14,14,33,560.9286,237.9697
184,AW00011183,"Jasmine Lee",75,New,"above 70",2013-06-13,144,4,46,4,4,1,11.5000,46.0000
69,AW00011068,"Tiffany Liang",58,New,"45 - 70",2013-10-08,141,9,113,9,9,5,12.5556,22.6000
841,AW00011840,"Julian Patterson",49,New,"45 - 70",2013-05-04,146,3,87,3,3,0,29.0000,87
2702,AW00013701,"Haley Scott",45,New,"20 - 45",2014-01-18,137,10,170,10,10,8,17.0000,21.2500
1971,AW00012970,"Angela Powell",59,New,"45 - 70",2013-10-22,140,15,471,15,15,5,31.4000,94.2000
3920,AW00014919,"Erik Torres",55,New,"45 - 70",2013-04-30,146,2,7,2,2,0,3.5000,7
3091,AW00014090,"Jennifer Lewis",42,New,"20 - 45",2013-04-30,146,2,86,2,2,0,43.0000,86
2188,AW00013187,"Evan Wright",77,New,"above 70",2013-04-30,146,2,30,2,2,0,15.0000,30
3119,AW00014118,"Elizabeth Ross",47,New,"45 - 70",2013-09-18,141,4,4741,4,4,4,1185.2500,1185.2500
774,AW00011773,"Gavin Diaz",46,VIP,"45 - 70",2013-04-30,146,4,5984,4,4,18,1496.0000,332.4444
239,AW00011238,"Mayra Prasad",61,VIP,"45 - 70",2013-04-30,146,9,7543,9,9,27,838.1111,279.3704
3977,AW00014976,"Randy Hu",57,New,"45 - 70",2013-06-09,145,5,7041,5,5,11,1408.2000,640.0909
2964,AW00013963,"Veronica Patel",53,New,"45 - 70",2014-01-13,137,5,139,5,5,8,27.8000,17.3750
1633,AW00012632,"Bonnie Nath",64,VIP,"45 - 70",2013-06-16,144,6,10793,6,6,20,1798.8333,539.6500
505,AW00011504,"Jordan Baker",88,New,"above 70",2013-05-03,146,4,44,4,4,0,11.0000,44
164,AW00011163,"Gabriel Wang",45,New,"20 - 45",2013-08-05,143,4,46,4,4,3,11.5000,15.3333
2550,AW00013549,"Richard King",50,New,"45 - 70",2013-05-01,146,2,94,2,2,0,47.0000,94
1150,AW00012149,"Bailey Scott",50,New,"45 - 70",2014-01-08,138,4,83,4,4,8,20.7500,10.3750
2600,AW00013599,"Valerie Zhu",63,New,"45 - 70",2013-09-30,141,5,51,5,5,4,10.2000,12.7500
353,AW00011352,"Raymond Rodriguez",79,New,"above 70",2013-05-01,146,2,14,2,2,0,7.0000,14
3344,AW00014343,"Xavier Turner",40,New,"20 - 45",2013-05-01,146,3,1839,3,3,8,613.0000,229.8750
2238,AW00013237,"Devin Stewart",71,Regular,"above 70",2013-05-01,146,4,4517,4,4,14,1129.2500,322.6429
2278,AW00013277,"Nathan Brown",54,Regular,"45 - 70",2013-05-01,146,3,4499,3,3,14,1499.6667,321.3571
2378,AW00013377,"Thomas Hernandez",71,New,"above 70",2013-05-01,146,1,2320,1,1,0,2320.0000,2320
2461,AW00013460,"Jasmine Walker",65,New,"45 - 70",2013-08-05,143,4,4693,4,4,3,1173.2500,1564.3333
1392,AW00012391,"Olivia Kelly",42,New,"20 - 45",2013-05-29,145,4,5121,4,4,11,1280.2500,465.5455
3307,AW00014306,"Byron Ramos",58,Regular,"45 - 70",2013-10-01,141,6,3652,6,6,12,608.6667,304.3333
5,AW00011004,"Elizabeth Johnson",45,VIP,"20 - 45",2013-05-01,146,6,8196,6,6,27,1366.0000,303.5556
30,AW00011029,"Jimmy Moreno",73,VIP,"above 70",2013-11-11,140,7,6565,7,7,33,937.8571,198.9394
1689,AW00012688,"Stacy Navarro",47,VIP,"45 - 70",2013-10-02,141,6,6867,6,6,18,1144.5000,381.5000
1227,AW00012226,"Faith Ward",57,New,"45 - 70",2013-05-02,146,5,4368,5,5,11,873.6000,397.0909
3069,AW00014068,"Brent McDonald",57,New,"45 - 70",2013-08-19,142,3,77,3,3,3,25.6667,25.6667
2156,AW00013155,"Jay Gutierrez",75,New,"above 70",2013-12-26,138,6,227,6,6,9,37.8333,25.2222
1093,AW00012092,"Austin White",71,New,"above 70",2013-06-03,145,4,51,4,4,1,12.7500,51.0000
285,AW00011284,"Theresa Serrano",57,New,"45 - 70",2013-05-02,146,5,55,5,5,2,11.0000,27.5000
198,AW00011197,"Andrea Morris",73,New,"above 70",2013-07-20,143,6,207,6,6,2,34.5000,103.5000
1096,AW00012095,"Austin Griffin",71,New,"above 70",2013-08-03,143,4,57,4,4,3,14.2500,19.0000
3662,AW00014661,"Jade Ward",61,New,"45 - 70",2013-08-04,143,10,195,10,10,3,19.5000,65.0000
509,AW00011508,"Elizabeth Wilson",53,New,"45 - 70",2013-05-14,145,4,77,4,4,0,19.2500,77
1048,AW00012047,"Alexandra Davis",45,New,"20 - 45",2013-10-17,140,2,44,2,2,5,22.0000,8.8000
2075,AW00013074,"Grace Hughes",43,New,"20 - 45",2013-05-02,146,2,57,2,2,0,28.5000,57
1307,AW00012306,"Logan Parker",66,New,"45 - 70",2013-06-08,145,3,75,3,3,1,25.0000,75.0000
2345,AW00013344,"Caitlin Reed",77,New,"above 70",2013-05-02,146,3,81,3,3,0,27.0000,81
3388,AW00014387,"Brittany Hughes",73,New,"above 70",2013-05-02,146,4,898,4,4,0,224.5000,898
2300,AW00013299,"Vanessa Ross",58,Regular,"45 - 70",2013-05-02,146,6,4835,6,6,14,805.8333,345.3571
2418,AW00013417,"Ian Cox",NULL,New,"above 70",2013-05-02,146,4,2370,4,4,0,592.5000,2370
2347,AW00013346,"Gregory Chande",76,Regular,"above 70",2013-05-02,146,3,4499,3,3,14,1499.6667,321.3571
2379,AW00013378,"Alexandra Bailey",65,Regular,"45 - 70",2013-05-02,146,6,4523,6,6,15,753.8333,301.5333
6,AW00011005,"Julio Ruiz",48,VIP,"45 - 70",2013-05-02,146,6,8121,6,6,28,1353.5000,290.0357
3211,AW00014210,"Jenny Tang",43,VIP,"20 - 45",2013-08-28,142,5,5621,5,5,12,1124.2000,468.4167
3287,AW00014286,"Kristine Hernandez",60,New,"45 - 70",2013-09-03,142,7,5234,7,7,11,747.7143,475.8182
1248,AW00012247,"Brandy Raman",40,New,"20 - 45",2013-05-03,146,3,77,3,3,3,25.6667,25.6667
2100,AW00013099,"Jay Romero",62,New,"45 - 70",2013-10-14,140,5,217,5,5,5,43.4000,43.4000
173,AW00011172,"Gabrielle Adams",52,New,"45 - 70",2014-01-11,138,7,129,7,7,8,18.4286,16.1250
2942,AW00013941,"Brittany Hayes",48,New,"45 - 70",2013-12-19,138,11,287,11,11,7,26.0909,41.0000
869,AW00011868,"Jessica Peterson",52,New,"45 - 70",2013-12-17,138,11,248,11,11,10,22.5455,24.8000
793,AW00011792,"Alexia Perry",50,New,"45 - 70",2013-06-30,144,3,120,3,3,1,40.0000,120.0000
3077,AW00014076,"Justin Ross",43,New,"20 - 45",2013-05-03,146,2,72,2,2,0,36.0000,72
2304,AW00013303,"Jonathan Martinez",58,New,"45 - 70",2013-09-06,142,6,66,6,6,4,11.0000,16.5000
2281,AW00013280,"Bailey Adams",44,Regular,"20 - 45",2013-05-03,146,4,4559,4,4,14,1139.7500,325.6429
1448,AW00012447,"Carson Hayes",62,New,"45 - 70",2013-05-03,146,4,2332,4,4,0,583.0000,2332
2368,AW00013367,"Savannah Edwards",72,Regular,"above 70",2013-05-03,146,4,4517,4,4,14,1129.2500,322.6429
3929,AW00014928,"Roy Patel",51,VIP,"45 - 70",2013-10-31,140,6,6706,6,6,27,1117.6667,248.3704
433,AW00011432,"Dominique Prasad",68,VIP,"45 - 70",2013-12-25,138,16,9330,16,16,12,583.1250,777.5000
3135,AW00014134,"Cassandra Fernandez",42,New,"20 - 45",2013-05-03,146,4,3835,4,4,9,958.7500,426.1111
1,AW00011000,"Jon Yang",53,VIP,"45 - 70",2013-05-03,146,8,8249,8,8,27,1031.1250,305.5185
1690,AW00012689,"Tamara Pal",47,VIP,"45 - 70",2013-09-29,141,8,6846,8,8,18,855.7500,380.3333
2975,AW00013974,"Tina Chandra",55,VIP,"45 - 70",2013-12-01,139,7,5237,7,7,16,748.1429,327.3125
3970,AW00014969,"Julio Vazquez",45,Regular,"20 - 45",2013-05-04,146,2,4118,2,2,16,2059.0000,257.3750
927,AW00011926,"Eduardo Foster",41,New,"20 - 45",2013-06-18,144,3,48,3,3,1,16.0000,48.0000
1039,AW00012038,"George Vance",76,New,"above 70",2014-01-26,137,5,91,5,5,8,18.2000,11.3750
3759,AW00014758,"Victoria Long",56,New,"45 - 70",2013-05-04,146,2,40,2,2,0,20.0000,40
3085,AW00014084,"Robert Lal",39,New,"20 - 45",2013-08-27,142,9,138,9,9,3,15.3333,46.0000
1722,AW00012721,"Rebekah Martinez",45,New,"20 - 45",2013-05-04,146,2,15,2,2,0,7.5000,15
2306,AW00013305,"Oscar Alexander",53,New,"45 - 70",2013-05-04,146,2,72,2,2,0,36.0000,72
1544,AW00012543,"Ruben Alvarez",61,New,"45 - 70",2013-05-04,146,1,9,1,1,0,9.0000,9
728,AW00011727,"Benjamin Taylor",52,VIP,"45 - 70",2013-05-04,146,4,5962,4,4,18,1490.5000,331.2222
2420,AW00013419,"Lauren Coleman",54,Regular,"45 - 70",2013-05-04,146,2,4477,2,2,14,2238.5000,319.7857
2421,AW00013420,"Jordan Turner",54,Regular,"45 - 70",2013-05-04,146,3,4798,3,3,14,1599.3333,342.7143
3042,AW00014041,"Danielle Bell",57,New,"45 - 70",2013-09-06,142,5,4765,5,5,4,953.0000,1191.2500
746,AW00011745,"Allison Gonzalez",61,VIP,"45 - 70",2013-05-04,146,5,5948,5,5,18,1189.6000,330.4444
2316,AW00013315,"Lucas Thomas",65,Regular,"45 - 70",2013-05-04,146,4,4542,4,4,14,1135.5000,324.4286
2013,AW00013012,"Krystal Hu",54,VIP,"45 - 70",2013-10-18,140,9,7017,9,9,17,779.6667,412.7647
898,AW00011897,"Orlando Ashe",51,VIP,"45 - 70",2013-10-14,140,6,8203,6,6,25,1367.1667,328.1200
1007,AW00012006,"Richard Blue",52,New,"45 - 70",2013-07-29,143,6,144,6,6,2,24.0000,72.0000
1345,AW00012344,"Dominique Perez",44,New,"20 - 45",2013-08-13,142,6,68,6,6,4,11.3333,17.0000
2982,AW00013981,"Joy Carlson",75,New,"above 70",2013-07-20,143,5,124,5,5,2,24.8000,62.0000
2830,AW00013829,"Randall Carlson",42,Regular,"20 - 45",2013-05-05,146,4,4379,4,4,22,1094.7500,199.0455
1120,AW00012119,"Keith Raje",68,New,"45 - 70",2013-11-05,140,4,162,4,4,6,40.5000,27.0000
3605,AW00014604,"Nicholas Rodriguez",54,New,"45 - 70",2013-05-05,146,6,138,6,6,3,23.0000,46.0000
2927,AW00013926,"Dalton Hill",56,New,"45 - 70",2013-05-05,146,2,57,2,2,0,28.5000,57
3571,AW00014570,"Hannah Henderson",48,New,"45 - 70",2013-05-05,146,2,40,2,2,0,20.0000,40
2675,AW00013674,"Drew Shen",39,New,"20 - 45",2013-05-05,146,3,148,3,3,0,49.3333,148
2053,AW00013052,"Jared Morris",NULL,New,"above 70",2013-05-05,146,2,31,2,2,0,15.5000,31
2419,AW00013418,"Devin Cox",54,New,"45 - 70",2013-08-14,142,4,4768,4,4,3,1192.0000,1589.3333
2279,AW00013278,"Jorge Hu",54,Regular,"45 - 70",2013-05-05,146,4,4579,4,4,14,1144.7500,327.0714
2910,AW00013909,"Riley Price",54,New,"45 - 70",2013-09-03,142,6,4764,6,6,3,794.0000,1588.0000
3134,AW00014133,"Ricardo Kumar",42,New,"20 - 45",2013-05-05,146,4,3764,4,4,8,941.0000,470.5000
757,AW00011756,"Linda Ortega",51,VIP,"45 - 70",2013-10-25,140,6,8078,6,6,26,1346.3333,310.6923
1688,AW00012687,"Marshall Li",47,VIP,"45 - 70",2013-10-19,140,4,6805,4,4,19,1701.2500,358.1579
417,AW00011416,"Katrina Becker",74,New,"above 70",2013-05-05,146,5,4928,5,5,5,985.6000,985.6000
2412,AW00013411,"Jacquelyn Blanco",64,New,"45 - 70",2013-05-30,145,5,6819,5,5,5,1363.8000,1363.8000
2261,AW00013260,"James Flores",62,VIP,"45 - 70",2013-08-13,142,8,7239,8,8,30,904.8750,241.3000
3014,AW00014013,"Jimmy Blanco",62,New,"45 - 70",2013-12-12,138,5,138,5,5,7,27.6000,19.7143
3214,AW00014213,"Autumn Guo",44,New,"20 - 45",2013-11-11,140,4,86,4,4,6,21.5000,14.3333
2945,AW00013944,"Andrew Moore",59,New,"45 - 70",2014-01-06,138,10,160,10,10,11,16.0000,14.5455
663,AW00011662,"Ethan Kumar",49,New,"45 - 70",2013-07-06,144,4,100,4,4,2,25.0000,50.0000
211,AW00011210,"Edward Wood",71,New,"above 70",2013-09-06,142,5,70,5,5,4,14.0000,17.5000
2286,AW00013285,"Kara Chavez",56,New,"45 - 70",2013-10-26,140,11,214,11,11,8,19.4545,26.7500
1804,AW00012803,"Heather Li",51,New,"45 - 70",2014-01-15,137,8,144,8,8,8,18.0000,18.0000
2015,AW00013014,"James Clark",40,New,"20 - 45",2014-01-10,138,4,195,4,4,8,48.7500,24.3750
2704,AW00013703,"Mackenzie Sanders",45,New,"20 - 45",2013-05-06,146,3,75,3,3,0,25.0000,75
601,AW00011600,"Linda Rubio",42,New,"20 - 45",2013-05-06,146,1,35,1,1,0,35.0000,35
2251,AW00013250,"Jordan King",62,Regular,"45 - 70",2013-05-06,146,2,4502,2,2,14,2251.0000,321.5714
2344,AW00013343,"Melanie Bradley",71,New,"above 70",2013-07-24,143,6,4720,6,6,2,786.6667,2360.0000
2415,AW00013414,"Miguel Wilson",86,New,"above 70",2013-05-06,146,1,2320,1,1,0,2320.0000,2320
2002,AW00013001,"Clarence Zhang",50,VIP,"45 - 70",2013-10-09,141,7,6799,7,7,17,971.2857,399.9412
1990,AW00012989,"Carly Goel",50,VIP,"45 - 70",2013-10-06,141,8,6817,8,8,18,852.1250,378.7222
1686,AW00012685,"Jaclyn Xu",47,VIP,"45 - 70",2013-10-09,141,8,6904,8,8,20,863.0000,345.2000
985,AW00011984,"Alex Campbell",62,New,"45 - 70",2013-05-06,146,6,4730,6,6,2,788.3333,2365.0000
3720,AW00014719,"Ronnie He",49,VIP,"45 - 70",2013-12-23,138,10,5512,10,10,20,551.2000,275.6000
2475,AW00013474,"Elizabeth Hall",65,New,"45 - 70",2013-10-21,140,14,340,14,14,5,24.2857,68.0000
3114,AW00014113,"Natalie Lopez",47,New,"45 - 70",2013-05-07,146,1,22,1,1,0,22.0000,22
2892,AW00013891,"Aaron Simmons",53,New,"45 - 70",2013-05-07,146,2,86,2,2,0,43.0000,86
1810,AW00012809,"Michele Navarro",52,New,"45 - 70",2013-05-07,146,2,40,2,2,0,20.0000,40
182,AW00011181,"Devin Martin",65,New,"45 - 70",2013-07-11,144,3,41,3,3,2,13.6667,20.5000
314,AW00011313,"Trevor Jenkins",66,New,"45 - 70",2013-11-26,139,4,44,4,4,6,11.0000,7.3333
1198,AW00012197,"Adam Hernandez",66,New,"45 - 70",2013-05-07,146,3,48,3,3,3,16.0000,16.0000
1558,AW00012557,"Phillip Lopez",79,New,"above 70",2013-05-07,146,3,50,3,3,0,16.6667,50
3286,AW00014285,"Taylor Hughes",39,New,"20 - 45",2013-05-07,146,3,1804,3,3,11,601.3333,164.0000
2909,AW00013908,"Alyssa Diaz",54,New,"45 - 70",2013-08-17,142,5,4715,5,5,3,943.0000,1571.6667
2076,AW00013075,"Kelvin Lin",64,VIP,"45 - 70",2013-10-18,140,7,6843,7,7,17,977.5714,402.5294
1344,AW00012343,"Gloria Ruiz",45,VIP,"20 - 45",2013-09-20,141,4,5568,4,4,20,1392.0000,278.4000
263,AW00011262,"Jennifer Simmons",50,New,"45 - 70",2014-01-22,137,63,1124,63,63,10,17.8413,112.4000
2004,AW00013003,"Jill Hernandez",47,New,"45 - 70",2013-07-14,143,6,230,6,6,4,38.3333,57.5000
2016,AW00013015,"Rebecca Parker",51,New,"45 - 70",2013-05-08,146,2,155,2,2,3,77.5000,51.6667
44,AW00011043,"Nathan Simmons",43,New,"20 - 45",2013-08-18,142,3,48,3,3,3,16.0000,16.0000
661,AW00011660,"Miranda Gonzales",45,New,"20 - 45",2013-08-16,142,15,323,15,15,3,21.5333,107.6667
2653,AW00013652,"Tamara Zeng",78,New,"above 70",2013-05-08,146,2,31,2,2,0,15.5000,31
2217,AW00013216,"Mary Mitchell",73,New,"above 70",2013-05-08,146,3,96,3,3,0,32.0000,96
556,AW00011555,"Alexandria Henderson",88,New,"above 70",2013-05-08,146,1,35,1,1,0,35.0000,35
2099,AW00013098,"Miguel Russell",62,New,"45 - 70",2013-05-08,146,2,72,2,2,0,36.0000,72
555,AW00011554,"Sydney Simmons",93,New,"above 70",2013-05-08,146,1,35,1,1,0,35.0000,35
1082,AW00012081,"Kaitlyn Perez",68,New,"45 - 70",2013-05-08,146,3,2367,3,3,0,789.0000,2367
1091,AW00012090,"Savannah Carter",71,New,"above 70",2013-05-08,146,3,2351,3,3,0,783.6667,2351
3282,AW00014281,"Daniel Wilson",46,New,"45 - 70",2013-09-14,141,7,4746,7,7,4,678.0000,1186.5000
2352,AW00013351,"Mariah Cox",75,Regular,"above 70",2013-05-08,146,2,4477,2,2,14,2238.5000,319.7857
241,AW00011240,"Anne Hernandez",61,VIP,"45 - 70",2013-05-13,145,13,7586,13,13,26,583.5385,291.7692
919,AW00011918,"Kaylee Hill",55,VIP,"45 - 70",2013-11-25,139,8,8205,8,8,25,1025.6250,328.2000
2081,AW00013080,"Denise Mehta",57,VIP,"45 - 70",2013-11-02,140,9,6844,9,9,17,760.4444,402.5882
980,AW00011979,"Christopher Johnson",62,New,"45 - 70",2013-05-08,146,8,4814,8,8,2,601.7500,2407.0000
1739,AW00012738,"Melinda Rubio",46,New,"45 - 70",2013-05-08,146,7,4956,7,7,6,708.0000,826.0000
1322,AW00012321,"Rosa Hu",68,VIP,"45 - 70",2013-11-21,139,15,13215,15,15,29,881.0000,455.6897
2255,AW00013254,"Beth Gomez",61,New,"45 - 70",2013-05-16,145,6,6801,6,6,5,1133.5000,1360.2000
2265,AW00013264,"Melanie Sanchez",63,VIP,"45 - 70",2013-10-07,141,8,7265,8,8,33,908.1250,220.1515
1136,AW00012135,"Fernando Taylor",62,New,"45 - 70",2013-07-01,144,2,85,2,2,1,42.5000,85.0000
2643,AW00013642,"Cassie Nara",49,New,"45 - 70",2013-05-15,145,3,80,3,3,0,26.6667,80
3057,AW00014056,"Nelson Sanz",59,New,"45 - 70",2014-01-18,137,4,128,4,4,8,32.0000,16.0000
660,AW00011659,"Miguel Adams",50,New,"45 - 70",2014-01-06,138,10,234,10,10,7,23.4000,33.4286
3181,AW00014180,"Henry Patel",73,New,"above 70",2013-05-09,146,1,33,1,1,0,33.0000,33
3718,AW00014717,"Abigail Rivera",48,New,"45 - 70",2013-05-09,146,5,114,5,5,1,22.8000,114.0000
2187,AW00013186,"Marcus Sanders",77,New,"above 70",2013-05-09,146,1,22,1,1,0,22.0000,22
789,AW00011788,"Destiny James",47,New,"45 - 70",2013-08-20,142,5,255,5,5,3,51.0000,85.0000
2323,AW00013322,"Elizabeth Patterson",66,New,"45 - 70",2013-05-09,146,2,86,2,2,0,43.0000,86
2231,AW00013230,"Chloe Bryant",72,Regular,"above 70",2013-05-09,146,4,4905,4,4,15,1226.2500,327.0000
2275,AW00013274,"Joshua Lee",54,Regular,"45 - 70",2013-05-09,146,6,4837,6,6,15,806.1667,322.4667
2427,AW00013426,"Taylor Williams",55,Regular,"45 - 70",2013-05-09,146,3,4499,3,3,14,1499.6667,321.3571
2355,AW00013354,"Eric Campbell",69,Regular,"45 - 70",2013-05-09,146,3,4499,3,3,14,1499.6667,321.3571
2325,AW00013324,"Florian Stiller",82,Regular,"above 70",2013-05-09,146,6,4527,6,6,15,754.5000,301.8000
3133,AW00014132,"Brandon Ross",42,New,"20 - 45",2013-05-09,146,3,3804,3,3,8,1268.0000,475.5000
10,AW00011009,"Shannon Carlson",55,VIP,"45 - 70",2013-05-09,146,5,8091,5,5,27,1618.2000,299.6667
2001,AW00013000,"Rafael Raje",44,VIP,"20 - 45",2013-10-23,140,6,6799,6,6,18,1133.1667,377.7222
1463,AW00012462,"Levi Suri",51,New,"45 - 70",2013-05-09,146,8,5048,8,8,8,631.0000,631.0000
2253,AW00013252,"Bianca Lu",61,New,"45 - 70",2013-05-18,145,5,6820,5,5,6,1364.0000,1136.6667
1620,AW00012619,"Priscilla Rai",50,VIP,"45 - 70",2013-10-08,141,6,5200,6,6,14,866.6667,371.4286
854,AW00011853,"Grace Jones",45,New,"20 - 45",2013-06-20,144,3,90,3,3,1,30.0000,90.0000
2671,AW00013670,"Brittney Zeng",56,New,"45 - 70",2013-12-02,139,5,178,5,5,9,35.6000,19.7778
1696,AW00012695,"Kari Ruiz",48,New,"45 - 70",2013-10-12,140,4,193,4,4,5,48.2500,38.6000
1917,AW00012916,"Natalie Ross",44,New,"20 - 45",2013-12-07,139,9,261,9,9,6,29.0000,43.5000
3468,AW00014467,"Aidan Russell",58,New,"45 - 70",2013-05-10,146,2,40,2,2,0,20.0000,40
2468,AW00013467,"Kristopher Martinez",59,New,"45 - 70",2013-05-10,146,1,22,1,1,0,22.0000,22
1158,AW00012157,"William White",85,New,"above 70",2013-11-29,139,2,43,2,2,6,21.5000,7.1667
3022,AW00014021,"Michelle Richardson",44,New,"20 - 45",2013-05-10,146,1,22,1,1,0,22.0000,22
1377,AW00012376,"Holly Perez",39,New,"20 - 45",2013-06-04,145,3,75,3,3,0,25.0000,75
2394,AW00013393,"Willie Kumar",68,New,"45 - 70",2013-05-10,146,3,2352,3,3,0,784.0000,2352
4,AW00011003,"Christy Zhu",51,VIP,"45 - 70",2013-05-10,146,9,8139,9,9,28,904.3333,290.6786
2577,AW00013576,"Tamara Lal",64,VIP,"45 - 70",2013-06-21,144,7,8330,7,7,29,1190.0000,287.2414
1284,AW00012283,"Todd Zeng",44,VIP,"20 - 45",2013-05-11,146,6,5583,6,6,13,930.5000,429.4615
331,AW00011330,"Ryan Thompson",79,New,"above 70",2014-01-22,137,57,1134,57,57,11,19.8947,103.0909
3213,AW00014212,"Erick Madan",44,New,"20 - 45",2013-06-08,145,4,82,4,4,0,20.5000,82
3678,AW00014677,"Ross Hernandez",47,New,"45 - 70",2013-12-26,138,4,81,4,4,7,20.2500,11.5714
3545,AW00014544,"Darryl West",62,New,"45 - 70",2013-05-11,146,2,40,2,2,0,20.0000,40
543,AW00011542,"Alejandro Tang",45,New,"20 - 45",2013-05-11,146,3,34,3,3,0,11.3333,34
1520,AW00012519,"Casey Gutierrez",42,New,"20 - 45",2014-01-12,137,2,71,2,2,8,35.5000,8.8750
3971,AW00014970,"Bruce Chandra",42,New,"20 - 45",2013-11-27,139,4,159,4,4,6,39.7500,26.5000
3154,AW00014153,"Dylan Lewis",49,New,"45 - 70",2013-05-11,146,3,49,3,3,0,16.3333,49
207,AW00011206,"Blake Flores",71,New,"above 70",2013-05-30,145,4,77,4,4,0,19.2500,77
731,AW00011730,"Emma Torres",59,New,"45 - 70",2014-01-08,138,5,134,5,5,7,26.8000,19.1429
1554,AW00012553,"Toni Fernandez",81,New,"above 70",2013-05-11,146,1,10,1,1,0,10.0000,10
3271,AW00014270,"James Ross",44,New,"20 - 45",2013-05-11,146,4,1793,4,4,10,448.2500,179.3000
2429,AW00013428,"Marcus Ramirez",55,New,"45 - 70",2013-05-11,146,2,2317,2,2,0,1158.5000,2317
2317,AW00013316,"Angel Rivera",65,Regular,"45 - 70",2013-05-11,146,5,4577,5,5,14,915.4000,326.9286
1707,AW00012706,"Louis Liang",45,VIP,"20 - 45",2013-10-18,140,9,6851,9,9,18,761.2222,380.6111
1988,AW00012987,"Felicia Moreno",45,VIP,"20 - 45",2013-10-14,140,4,6759,4,4,17,1689.7500,397.5882
2262,AW00013261,"Lindsey Andersen",62,VIP,"45 - 70",2013-09-30,141,6,7200,6,6,32,1200.0000,225.0000
593,AW00011592,"Darrell Raji",41,VIP,"20 - 45",2013-05-12,145,3,5875,3,3,28,1958.3333,209.8214
589,AW00011588,"Candace Mehta",55,New,"45 - 70",2013-05-12,145,2,4369,2,2,5,2184.5000,873.8000
1788,AW00012787,"Katelyn Cook",57,New,"45 - 70",2013-09-25,141,5,53,5,5,4,10.6000,13.2500
3075,AW00014074,"Barbara Xu",70,New,"45 - 70",2013-05-27,145,3,60,3,3,0,20.0000,60
1697,AW00012696,"Stacey Hu",43,New,"20 - 45",2014-01-16,137,5,232,5,5,8,46.4000,29.0000
3092,AW00014091,"Logan Thomas",42,New,"20 - 45",2013-08-05,143,11,251,11,11,6,22.8182,41.8333
511,AW00011510,"Seth Roberts",66,New,"45 - 70",2013-12-26,138,16,257,16,16,9,16.0625,28.5556
3877,AW00014876,"Nathan Anderson",88,New,"above 70",2013-05-12,145,2,13,2,2,0,6.5000,13
3800,AW00014799,"Katie Xu",48,New,"45 - 70",2013-05-12,145,5,163,5,5,2,32.6000,81.5000
1665,AW00012664,"Krista Gill",73,New,"above 70",2013-10-09,141,4,78,4,4,4,19.5000,19.5000
843,AW00011842,"Justin Wilson",55,New,"45 - 70",2013-12-04,139,4,99,4,4,6,24.7500,16.5000
1606,AW00012605,"Carol Cooper",48,New,"45 - 70",2013-05-12,145,1,10,1,1,0,10.0000,10
3335,AW00014334,"Patrick Murphy",39,New,"20 - 45",2013-05-12,145,4,1848,4,4,9,462.0000,205.3333
